dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
FinanceBench,financebench_id_04854,financebench_id_04854,General Mills,GENERALMILLS_2020_10K,,"According to the information provided in the statement of cash flows, what is the FY2020 free cash flow (FCF) for General Mills? FCF here is defined as: (cash from operations - capex). Answer in USD millions.",GENERALMILLS_2020_10K_0020,GENERALMILLS_2020_10K_0020,GENERALMILLS_2020_10K_0020|GENERALMILLS_2020_10K_0011|GENERALMILLS_2020_10K_0010|GENERALMILLS_2020_10K_0009|GENERALMILLS_2020_10K_0019,1,1.0,both_rank1,125.99,22.454,125.99,34999,1586,124672,10094
FinanceBench,financebench_id_01484,financebench_id_01484,Johnson & Johnson,JOHNSON_JOHNSON_2022Q4_EARNINGS,,How did JnJ's US sales growth compare to international sales growth in FY2022?,JOHNSON_JOHNSON_2022Q4_EARNINGS_0001,JOHNSON_JOHNSON_2022Q4_EARNINGS_0001,JOHNSON_JOHNSON_2022Q4_EARNINGS_0001|JOHNSON_JOHNSON_2022Q4_EARNINGS_0013|JOHNSON_JOHNSON_2022Q4_EARNINGS_0000|JOHNSON_JOHNSON_2022Q4_EARNINGS_0002|JOHNSON_JOHNSON_2022Q4_EARNINGS_0014,1,1.0,both_rank1,50.073,14.282,50.073,26627,1174,80567,4212
FinanceBench,financebench_id_00956,financebench_id_00956,Johnson & Johnson,JOHNSON_JOHNSON_2022_10K,,Are JnJ's FY2022 financials that of a high growth company?,JOHNSON_JOHNSON_2022_10K_0024,JOHNSON_JOHNSON_2022_10K_0024,JOHNSON_JOHNSON_2022_10K_0024|JOHNSON_JOHNSON_2022_10K_0076|JOHNSON_JOHNSON_2022_10K_0031|JOHNSON_JOHNSON_2022_10K_0030|JOHNSON_JOHNSON_2022_10K_0072,1,1.0,both_rank1,83.792,18.535,83.791,51428,1448,148452,6318
FinanceBench,financebench_id_00669,financebench_id_00669,Johnson & Johnson,JOHNSON_JOHNSON_2022_10K,,"What drove gross margin change as of FY2022 for JnJ? If gross margin is not a useful metric for a company like this, then please state that and explain why.",JOHNSON_JOHNSON_2022_10K_0024,JOHNSON_JOHNSON_2022_10K_0024,JOHNSON_JOHNSON_2022_10K_0024|JOHNSON_JOHNSON_2022Q4_EARNINGS_0016|JOHNSON_JOHNSON_2022Q4_EARNINGS_0026,1,1.0,both_rank1,160.838,22.754,160.838,51508,1417,218103,13118
FinanceBench,financebench_id_01487,financebench_id_01487,Johnson & Johnson,JOHNSON_JOHNSON_2023Q2_EARNINGS,,Did JnJ's net earnings as a percent of sales increase in Q2 of FY2023 compared to Q2 of FY2022?,JOHNSON_JOHNSON_2023Q2_EARNINGS_0012,JOHNSON_JOHNSON_2023Q2_EARNINGS_0012,JOHNSON_JOHNSON_2023Q2_EARNINGS_0012|JOHNSON_JOHNSON_2023Q2_EARNINGS_0000|JOHNSON_JOHNSON_2023Q2_EARNINGS_0015|JOHNSON_JOHNSON_2023Q2_EARNINGS_0017|JOHNSON_JOHNSON_2023Q2_EARNINGS_0018,1,1.0,both_rank1,122.82,16.566,122.82,32776,1452,91278,9835
FinanceBench,financebench_id_01488,financebench_id_01488,Johnson & Johnson,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,,"Which business segment of JnJ will be treated as a discontinued operation from August 30, 2023 onward?",JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0003,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0003|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0008|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0001|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0005,0,1.0,mrr_rank1_only,79.466,28.274,79.466,15121,1505,38153,5859
FinanceBench,financebench_id_01490,financebench_id_01490,Johnson & Johnson,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,,"What is the amount of the gain accruing to JnJ as a result of the separation of its Consumer Health business segment, as of August 30, 2023?",JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0003|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0001|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0008|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0005,1,1.0,both_rank1,86.357,29.171,86.357,19756,1636,38618,6520
FinanceBench,financebench_id_01491,financebench_id_01491,Johnson & Johnson,JOHNSON_JOHNSON_2023_8K_dated-2023-08-30,,"What is the amount of the cash proceeds that JnJ realised from the separation of Kenvue (formerly Consumer Health business segment), as of August 30, 2023?",JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro,JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0004_intro|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0008|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0001|JOHNSON_JOHNSON_2023_8K_dated_2023_08_30_0003,1,1.0,both_rank1,154.998,40.782,154.998,19761,2228,125939,12175
FinanceBench,financebench_id_00299,financebench_id_00299,JPMorgan,JPMORGAN_2021Q1_10Q,,Which of JPM's business segments had the lowest net revenue in 2021 Q1?,JPMORGAN_2021Q1_10Q_0024,JPMORGAN_2021Q1_10Q_0024,JPMORGAN_2021Q1_10Q_0264|JPMORGAN_2021Q1_10Q_0024|JPMORGAN_2021Q1_10Q_0263,1,2.0,accuracy_only_mrr_lower,462.999,36.074,462.999,37462,1589,269168,32410
FinanceBench,financebench_id_02119,financebench_id_02119,JPMorgan,JPMORGAN_2021Q1_10Q,,"If JPM went bankrupted by the end by 2021 Q1 and liquidated all of its assets to pay its shareholders, how much could each shareholder get?",JPMORGAN_2021Q1_10Q_0006,JPMORGAN_2021Q1_10Q_0002,JPMORGAN_2021Q1_10Q_0002|JPMORGAN_2021Q1_10Q_0004_intro|JPMORGAN_2021Q1_10Q_0006|JPMORGAN_2021Q1_10Q_0005|JPMORGAN_2021Q1_10Q_0007,0,3.0,mrr_lower_only,112.793,35.815,112.793,31427,3092,58465,8822
FinanceBench,financebench_id_00206,financebench_id_00206,JPMorgan,JPMORGAN_2022_10K,,"Are JPM's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",JPMORGAN_2022_10K_0002,JPMORGAN_2022_10K_0083_intro,JPMORGAN_2022_10K_0081|JPMORGAN_2022_10K_0071|JPMORGAN_2022_10K_0451|JPMORGAN_2022_10K_0304|JPMORGAN_2022_10K_0241,0,,both_fail,286.639,268.578,286.639,358277,20363,365842,21793
FinanceBench,financebench_id_02049,financebench_id_02049,JPMorgan,JPMORGAN_2023Q2_10Q,,"Looking at VaR, did the risk that JPM faced in the second fiscal quarter of 2023 decrease compared to the same period in the prior year?",JPMORGAN_2023Q2_10Q_0113,JPMORGAN_2023Q2_10Q_0113,JPMORGAN_2023Q2_10Q_0113|JPMORGAN_2023Q2_10Q_0112|JPMORGAN_2022Q2_10Q_0115|JPMORGAN_2023Q2_10Q_0114|JPMORGAN_2023Q2_10Q_0468,1,1.0,both_rank1,216.964,32.986,216.964,40439,2361,152389,15235
FinanceBench,financebench_id_03031,financebench_id_03031,Lockheed Martin,LOCKHEEDMARTIN_2021_10K,,What is Lockheed Martin's FY2021 net working capital? Define net working capital as total current assets less total current liabilities. Answer in USD millions. Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the balance sheet.,LOCKHEEDMARTIN_2021_10K_0027,LOCKHEEDMARTIN_2021_10K_0027,LOCKHEEDMARTIN_2021_10K_0027|LOCKHEEDMARTIN_2021_10K_0011|LOCKHEEDMARTIN_2022_10K_0011|LOCKHEEDMARTIN_2021_10K_0026|LOCKHEEDMARTIN_2021_10K_0009,1,1.0,both_rank1,208.098,20.248,208.098,36181,1146,183359,15198
FinanceBench,financebench_id_03718,financebench_id_03718,Lockheed Martin,LOCKHEEDMARTIN_2022_10K,,What is Lockheed Martin's 2 year total revenue CAGR from FY2020 to FY2022 (in units of percents and round to one decimal place)? Provide a response to the question by primarily using the statement of income.,LOCKHEEDMARTIN_2022_10K_0020,LOCKHEEDMARTIN_2022_10K_0011,LOCKHEEDMARTIN_2022_10K_0012|LOCKHEEDMARTIN_2022_10K_0011,0,,both_fail,151.18,62.526,151.18,52061,4803,172446,11620
FinanceBench,financebench_id_04171,financebench_id_04171,MGM Resorts,MGMRESORTS_2018_10K,,"Basing your judgments off of the balance sheet, what is the year end FY2018 amount of accounts payable for MGM Resorts? Answer in USD millions.",MGMRESORTS_2018_10K_0013,MGMRESORTS_2018_10K_0013,MGMRESORTS_2018_10K_0013|MGMRESORTS_2018_10K_0014,1,1.0,both_rank1,148.938,21.202,148.938,33613,1357,165809,8733
FinanceBench,financebench_id_00382,financebench_id_00382,MGM Resorts,MGMRESORTS_2022Q4_EARNINGS,,Which region had the Highest EBITDAR Contribution for MGM during FY2022?,MGMRESORTS_2022Q4_EARNINGS_0019,MGMRESORTS_2022_10K_0011,MGMRESORTS_2022_10K_0122|MGMRESORTS_2022_10K_0011|MGMRESORTS_2022_10K_0119|MGMRESORTS_2022_10K_0120|MGMRESORTS_2022_10K_0010,0,,both_fail,77.046,19.829,77.046,47481,1542,121916,5955
FinanceBench,financebench_id_01911,financebench_id_01911,MGM Resorts,MGMRESORTS_2022Q4_EARNINGS,,What was MGM's interest coverage ratio using FY2022 Adjusted EBIT as the numerator and annual Interest Expense as the denominator?,MGMRESORTS_2022Q4_EARNINGS_0019,MGMRESORTS_2022_10K_0011,MGMRESORTS_2022Q4_EARNINGS_0019|MGMRESORTS_2022_10K_0011|MGMRESORTS_2022_10K_0014|MGMRESORTS_2022_10K_0013|MGMRESORTS_2022_10K_0010,0,1.0,mrr_rank1_only,238.277,63.944,238.277,66973,4960,234149,18538
FinanceBench,financebench_id_01254,financebench_id_01254,MGM Resorts,MGMRESORTS_2022_10K,,Has MGM Resorts paid dividends to common shareholders in FY2022?,MGMRESORTS_2022_10K_0008,MGMRESORTS_2022_10K_0009,MGMRESORTS_2022_10K_0011|MGMRESORTS_2022_10K_0014|MGMRESORTS_2022_10K_0009|MGMRESORTS_2022_10K_0008|MGMRESORTS_2022_10K_0007,0,4.0,mrr_lower_only,68.497,16.838,68.497,29684,1352,117470,5364
FinanceBench,financebench_id_00407,financebench_id_00407,MGM Resorts,MGMRESORTS_2023Q2_10Q,,Which type of debt received the largest investment among the short term investments for MGM in H1 FY2023?,MGMRESORTS_2023Q2_10Q_0005,MGMRESORTS_2023Q2_10Q_0005,MGMRESORTS_2023Q2_10Q_0006|MGMRESORTS_2023Q2_10Q_0005|MGMRESORTS_2023Q2_10Q_0004|MGMRESORTS_2023Q2_10Q_0010|MGMRESORTS_2023Q2_10Q_0009,1,2.0,accuracy_only_mrr_lower,64.246,18.142,64.246,28898,1421,108591,5288
FinanceBench,financebench_id_04700,financebench_id_04700,Microsoft,MICROSOFT_2016_10K,,What is the FY2016 COGS for Microsoft? Please state answer in USD millions. Provide a response to the question by primarily using the statement of income.,MICROSOFT_2016_10K_0014_intro,MICROSOFT_2016_10K_0013,MICROSOFT_2016_10K_0014_intro|MICROSOFT_2016_10K_0013,0,1.0,mrr_rank1_only,78.546,32.039,78.546,27110,2520,92531,6637
FinanceBench,financebench_id_00552,financebench_id_00552,Microsoft,MICROSOFT_2023_10K,,Has Microsoft increased its debt on balance sheet between FY2023 and the FY2022 period?,MICROSOFT_2023_10K_0014,MICROSOFT_2023_10K_0014,MICROSOFT_2023_10K_0014|MICROSOFT_2023_10K_0012|MICROSOFT_2023_10K_0013,1,1.0,both_rank1,68.094,18.993,68.094,80366,1417,202936,5829
FinanceBench,financebench_id_03282,financebench_id_03282,Netflix,NETFLIX_2017_10K,,What is Netflix's year end FY2017 total current liabilities (in USD millions)? Base your judgments on the information provided primarily in the balance sheet.,NETFLIX_2017_10K_0024,NETFLIX_2017_10K_0024,NETFLIX_2017_10K_0024|NETFLIX_2017_10K_0013,1,1.0,both_rank1,109.317,17.877,109.317,50374,1175,131084,9263
FinanceBench,financebench_id_03531,financebench_id_03531,Nike,NIKE_2019_10K,,"According to the details clearly outlined within the balance sheet, how much total current assets did Nike have at the end of FY2019? Answer in USD millions.",NIKE_2019_10K_0026,NIKE_2019_10K_0026,NIKE_2019_10K_0026|NIKE_2019_10K_0025,1,1.0,both_rank1,115.955,20.972,115.955,55585,1605,132833,10049
FinanceBench,financebench_id_01163,financebench_id_01163,Nike,NIKE_2023_10K,,"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Nike in FY2023?",NIKE_2023_10K_0026,NIKE_2023_10K_0026,NIKE_2023_10K_0026|NIKE_2023_10K_0024,1,1.0,both_rank1,108.921,23.144,108.921,64182,1801,175340,8465
FinanceBench,financebench_id_00080,financebench_id_00080,Paypal,PAYPAL_2022_10K,,"Does Paypal have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",PAYPAL_2022_10K_0034,PAYPAL_2022_10K_0034,PAYPAL_2022_10K_0034|PAYPAL_2022_10K_0011|PAYPAL_2022_10K_0013|PAYPAL_2022_10K_0024|PAYPAL_2022_10K_0023,1,1.0,both_rank1,117.96,34.307,117.96,42461,2677,139659,10838
FinanceBench,financebench_id_00735,financebench_id_00735,PepsiCo,PEPSICO_2022_10K,,Has Pepsico reported any materially important ongoing legal battles from FY2022 and FY2021?,PEPSICO_2022_10K_0058,PEPSICO_2022_10K_0058,PEPSICO_2022_10K_0058|PEPSICO_2022_10K_0056|PEPSICO_2022_10K_0057|PEPSICO_2022_10K_0059|PEPSICO_2022_10K_0000,1,1.0,both_rank1,331.048,331.048,331.048,464493,26340,464493,26340
FinanceBench,financebench_id_01474,financebench_id_01474,PepsiCo,PEPSICO_2023Q1_EARNINGS,,"As of FY2023Q1, why did Pepsico raise full year guidance for FY2023?",PEPSICO_2023Q1_EARNINGS_0000,PEPSICO_2023Q1_EARNINGS_0000,PEPSICO_2023Q1_EARNINGS_0000|PEPSICO_2023Q1_EARNINGS_0001|PEPSICO_2023Q1_EARNINGS_0002|PEPSICO_2023Q1_EARNINGS_0003,1,1.0,both_rank1,96.66,15.312,96.66,17193,1243,52209,7634
FinanceBench,financebench_id_01476,financebench_id_01476,PepsiCo,PEPSICO_2023Q1_EARNINGS,,"As of FY2023Q1, by how many percentage points did Pepsico raise full year guidance in respect of core constant currency EPS growth?",PEPSICO_2023Q1_EARNINGS_0000,PEPSICO_2023Q1_EARNINGS_0002,PEPSICO_2023Q1_EARNINGS_0000|PEPSICO_2023Q1_EARNINGS_0002|PEPSICO_2023Q1_EARNINGS_0003|PEPSICO_2023Q1_EARNINGS_0001,0,1.0,mrr_rank1_only,87.274,16.827,87.274,17121,1159,52447,7219
FinanceBench,financebench_id_01482,financebench_id_01482,PepsiCo,PEPSICO_2023_8K_dated-2023-05-05,,"At the Pepsico AGM held on May 3, 2023, what was the outcome of the shareholder vote on the shareholder proposal for a congruency report by Pepsico on net-zero emissions policies?",PEPSICO_2023_8K_dated_2023_05_05_0001,PEPSICO_2023_8K_dated_2023_05_05_0001,PEPSICO_2023_8K_dated_2023_05_05_0001,1,1.0,both_rank1,34.521,13.265,34.521,14532,1179,28252,3361
FinanceBench,financebench_id_00882,financebench_id_00882,PepsiCo,PEPSICO_2023_8K_dated-2023-05-30,,"As of May 26, 2023, what is the total amount Pepsico may borrow under its unsecured revolving credit agreements?",PEPSICO_2023_8K_dated_2023_05_30_0001,PEPSICO_2023_8K_dated_2023_05_30_0001,PEPSICO_2023_8K_dated_2023_05_30_0001|PEPSICO_2023_8K_dated_2023_05_30_0004|PEPSICO_2023_8K_dated_2023_05_30_0071,1,1.0,both_rank1,234.246,46.448,234.246,87286,2001,298447,14117
FinanceBench,financebench_id_00302,financebench_id_00302,Pfizer,PFIZER_2021_10K,,Did Pfizer grow its PPNE between FY20 and FY21?,PFIZER_2021_10K_0038,PFIZER_2021_10K_0039,PFIZER_2021_10K_0113|PFIZER_2021_10K_0039|PFIZER_2021_10K_0111|PFIZER_2021_10K_0112|PFIZER_2021_10K_0165,0,,both_fail,104.566,26.8,104.566,45139,1865,126413,8174
FinanceBench,financebench_id_00702,financebench_id_00702,Pfizer,PFIZER_2021_10K,,Were there any potential events that are not in Pfizer's standard business operations that substantially increased net income in 2019?,PFIZER_2021_10K_0036,PFIZER_2021_10K_0026,PFIZER_2021_10K_0073|PFIZER_2021_10K_0037|PFIZER_2021_10K_0041|PFIZER_2021_10K_0026|PFIZER_2021_10K_0071,0,,both_fail,176.372,36.472,176.372,65025,2380,169584,12247
FinanceBench,financebench_id_03882,financebench_id_03882,Amcor,AMCOR_2020_10K,,What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the perspective of a financial analyst who can only use the details shown within the balance sheet.,AMCOR_2020_10K_0017,AMCOR_2020_10K_0017,AMCOR_2020_10K_0017|AMCOR_2020_10K_0016|AMCOR_2020_10K_0013,1,1.0,both_rank1,340.339,33.788,340.339,31670,1105,225040,20846
FinanceBench,financebench_id_00394,financebench_id_00394,JPMorgan,JPMORGAN_2022Q2_10Q,,"In 2022 Q2, which of JPM's business segments had the highest net income?",JPMORGAN_2022Q2_10Q_0025,JPMORGAN_2022Q2_10Q_0025,JPMORGAN_2022Q2_10Q_0025|JPMORGAN_2022Q2_10Q_0276|JPMORGAN_2022Q2_10Q_0275|JPMORGAN_2022Q2_10Q_0035|JPMORGAN_2022Q2_10Q_0007,1,1.0,both_rank1,411.125,40.255,411.125,40378,1899,172213,21909
FinanceBench,financebench_id_04302,financebench_id_04302,Nike,NIKE_2018_10K,,"We need to calculate a reasonable approximation (or exact number if possible) of a financial metric. Basing your judgment by information plainly provided in the statement of income, what is Nike's three year average of cost of goods sold as a % of revenue from FY2016 to FY2018? Answer in units of percents and round to one decimal place.",NIKE_2018_10K_0026,NIKE_2018_10K_0026,NIKE_2018_10K_0026|NIKE_2018_10K_0024|NIKE_2018_10K_0023|NIKE_2018_10K_0022|NIKE_2018_10K_0021,1,1.0,both_rank1,276.791,27.576,276.791,66743,1559,229806,10414
FinanceBench,financebench_id_01328,financebench_id_01328,PepsiCo,PEPSICO_2022_10K,,What is the quantity of restructuring costs directly outlined in Pepsico's income statements for FY2022? If restructuring costs are not explicitly outlined then state 0.,PEPSICO_2022_10K_0150,PEPSICO_2022_10K_0120,PEPSICO_2022_10K_0120,0,,both_fail,357.623,31.772,357.623,34257,1161,173359,14110
FinanceBench,financebench_id_00601,financebench_id_00601,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,,What drove the reduction in SG&A expense as a percent of net sales in FY2023?,ULTABEAUTY_2023Q4_EARNINGS_0002,AMCOR_2023_10K_0010,AMCOR_2023_10K_0010|AMCOR_2023_10K_0014|AMCOR_2023_10K_0019|BESTBUY_2023_10K_0012|BESTBUY_2023_10K_0011,0,,both_fail,396.731,52.915,396.731,45653,1612,245052,13681
FinanceBench,financebench_id_00603,financebench_id_00603,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,,What drove the increase in Ulta Beauty's merchandise inventories balance at end of FY2023?,ULTABEAUTY_2023Q4_EARNINGS_0003,ULTABEAUTY_2023_10K_0013,ULTABEAUTY_2023_10K_0013|ULTABEAUTY_2023_10K_0027|ULTABEAUTY_2023_10K_0011|ULTABEAUTY_2023_10K_0012,0,,both_fail,279.737,279.737,279.737,164472,10264,164472,10264
FinanceBench,financebench_id_00605,financebench_id_00605,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,,What percent of Ulta Beauty's total spend on stock repurchases for FY 2023 occurred in Q4 of FY2023?,ULTABEAUTY_2023Q4_EARNINGS_0004,ULTABEAUTY_2023_10K_0011,ULTABEAUTY_2023_10K_0011|ULTABEAUTY_2023_10K_0010,0,,both_fail,220.017,220.017,220.017,88902,8309,88902,8309
FinanceBench,financebench_id_00606,financebench_id_00606,Ulta Beauty,ULTABEAUTY_2023Q4_EARNINGS,,Did Ulta Beauty's wages expense as a percent of net sales increase or decrease in FY2023?,ULTABEAUTY_2023Q4_EARNINGS_0002,ULTABEAUTY_2023_10K_0013,ULTABEAUTY_2023_10K_0013|ULTABEAUTY_2023_10K_0027|ULTABEAUTY_2023_10K_0011|ULTABEAUTY_2023_10K_0012,0,,both_fail,317.987,317.986,317.986,176425,11893,176425,11893
FinanceBench,financebench_id_00746,financebench_id_00746,Ulta Beauty,ULTABEAUTY_2023_10K,,Which debt securities are registered to trade on a national securities exchange under Ulta Beauty's name as of FY2023?,ULTABEAUTY_2023_10K_0000,ULTABEAUTY_2023_10K_0000,ULTABEAUTY_2023_10K_0000|ULTABEAUTY_2023_10K_0011|ULTABEAUTY_2023_10K_0009|ULTABEAUTY_2023_10K_0010,1,1.0,both_rank1,255.432,36.288,255.432,30660,1660,121778,9347
FinanceBench,financebench_id_00521,financebench_id_00521,Ulta Beauty,ULTABEAUTY_2023_10K,,What are major acquisitions that Ulta Beauty has done in FY2023 and FY2022?,ULTABEAUTY_2023_10K_0027,ULTABEAUTY_2023_10K_0027,ULTABEAUTY_2023_10K_0027|ULTABEAUTY_2023_10K_0013,1,1.0,both_rank1,217.987,217.986,217.986,145150,8032,145150,8032
FinanceBench,financebench_id_00859,financebench_id_00859,Verizon,VERIZON_2021_10K,,"Among all of the derivative instruments that Verizon used to manage the exposure to fluctuations of foreign currencies exchange rates or interest rates, which one had the highest notional value in FY 2021?",VERIZON_2021_10K_0098_intro,VERIZON_2021_10K_0012,VERIZON_2021_10K_0098_intro|VERIZON_2021_10K_0012|VERIZON_2021_10K_0096|VERIZON_2021_10K_0097|VERIZON_2021_10K_0108,0,1.0,mrr_rank1_only,116.237,23.765,116.237,29739,961,86930,6720
FinanceBench,financebench_id_00216,financebench_id_00216,Verizon,VERIZON_2022_10K,,"Does Verizon have a reasonably healthy liquidity profile based on its quick ratio for FY 2022? If the quick ratio is not relevant to measure liquidity, please state that and explain why.",VERIZON_2022_10K_0018,VERIZON_2022_10K_0018,VERIZON_2022_10K_0018|VERIZON_2022_10K_0011|VERIZON_2022_10K_0010|VERIZON_2022_10K_0154|VERIZON_2022_10K_0153,1,1.0,both_rank1,271.525,57.93,271.525,78386,2667,174611,10670
FinanceBench,financebench_id_00566,financebench_id_00566,Verizon,VERIZON_2022_10K,,Has Verizon increased its debt on balance sheet between 2022 and the 2021 fiscal period?,VERIZON_2022_10K_0068_intro,VERIZON_2022_10K_0018,VERIZON_2022_10K_0068_intro|VERIZON_2022_10K_0018|VERIZON_2022_10K_0011|VERIZON_2022_10K_0153|VERIZON_2022_10K_0008,0,1.0,mrr_rank1_only,258.443,34.143,258.443,34480,1412,166811,11581
FinanceBench,financebench_id_04784,financebench_id_04784,Walmart,WALMART_2019_10K,,"Based on the information provided primarily in the statement of income, what is the FY2018 - FY2019 change in unadjusted operating income % margin for Walmart? Answer in units of percents and round to one decimal place.",WALMART_2019_10K_0013,WALMART_2019_10K_0013,WALMART_2019_10K_0013|WALMART_2019_10K_0011|WALMART_2019_10K_0010|WALMART_2019_10K_0009,1,1.0,both_rank1,214.281,39.112,214.281,62618,1105,190388,8279
FinanceBench,financebench_id_02608,financebench_id_02608,Best Buy,BESTBUY_2017_10K,,"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.",BESTBUY_2017_10K_0068,BESTBUY_2017_10K_0069,BESTBUY_2017_10K_0068|BESTBUY_2017_10K_0069|BESTBUY_2017_10K_0011|BESTBUY_2017_10K_0149|BESTBUY_2017_10K_0070,0,1.0,mrr_rank1_only,240.121,44.296,240.121,46621,2362,179840,13025
FinanceBench,financebench_id_00705,financebench_id_00705,PepsiCo,PEPSICO_2023_8K_dated-2023-05-30,,"By how much did Pepsico increase its unsecured five year revolving credit agreement on May 26, 2023?",PEPSICO_2023_8K_dated_2023_05_30_0001,PEPSICO_2023_8K_dated_2023_05_30_0001,PEPSICO_2023_8K_dated_2023_05_30_0001|PEPSICO_2023_8K_dated_2023_05_30_0071,1,1.0,both_rank1,186.269,34.297,186.269,87271,1845,231158,9559
FinanceBench,financebench_id_03029,financebench_id_03029,3M,3M_2018_10K,,What is the FY2018 capital expenditure amount (in USD millions) for 3M? Give a response to the question by relying on the details shown in the cash flow statement.,3M_2018_10K_0031,3M_2018_10K_0031,3M_2018_10K_0031|3M_2018_10K_0020|3M_2018_10K_0017|3M_2018_10K_0042|3M_2018_10K_0032,1,1.0,both_rank1,236.554,78.013,236.554,108534,2729,258483,10343
FinanceBench,financebench_id_00476,financebench_id_00476,American Express,AMERICANEXPRESS_2022_10K,,Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,AMERICANEXPRESS_2022_10K_0000,AMERICANEXPRESS_2022_10K_0000,AMERICANEXPRESS_2022_10K_0000|AMERICANEXPRESS_2022_10K_0132,1,1.0,both_rank1,244.817,244.817,244.817,148779,10139,148779,10139
FinanceBench,financebench_id_04980,financebench_id_04980,PepsiCo,PEPSICO_2021_10K,,What is the FY2021 capital expenditure amount (in USD billions) for PepsiCo? Respond to the question by assuming the perspective of an investment analyst who can only use the details shown within the statement of cash flows.,PEPSICO_2021_10K_0123,PEPSICO_2022_10K_0122,PEPSICO_2022_10K_0122|PEPSICO_2022_10K_0121|PEPSICO_2021_10K_0136|PEPSICO_2021_10K_0064|PEPSICO_2021_10K_0140,0,,both_fail,777.41,777.41,777.41,393387,31963,393387,31963
