dataset,result_file,method,model,variant,top_m,question_reasoning,n_queries,accuracy_at_1,hit_at_5,mrr_at_5,document_accuracy_at_1,avg_latency_seconds,avg_top1_latency_seconds,avg_top5_latency_seconds,avg_input_tokens,avg_output_tokens,avg_total_tokens,avg_top1_input_tokens,avg_top1_output_tokens,avg_top1_total_tokens,avg_top5_input_tokens,avg_top5_output_tokens,avg_top5_total_tokens,successful_rows,accuracy_at_1_pct,hit_at_5_pct,mrr_at_5_pct,document_accuracy_at_1_pct
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,5.0,,43,0.16279069767441862,0.5581395348837209,0.3085271317829457,0.813953488372093,0.000186046511627907,0.000186046511627907,0.000186046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,16.27906976744186,55.81395348837209,30.85271317829457,81.3953488372093
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Information extraction,29,0.3448275862068966,0.5862068965517241,0.4189655172413793,0.8275862068965517,0.0005862068965517242,0.0005862068965517242,0.0005862068965517242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,34.48275862068966,58.620689655172406,41.89655172413793,82.75862068965517
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Logical reasoning (based on numerical reasoning),2,0.5,0.5,0.5,0.5,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50.0,50.0,50.0,50.0
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.0,0.0,0.8,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.25,0.5,0.3333333333333333,0.75,0.00025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,33.33333333333333,75.0
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Numerical reasoning,20,0.3,0.55,0.3725,0.9,0.0006500000000000001,0.0006500000000000001,0.0006500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,30.0,55.00000000000001,37.25,90.0
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,Numerical reasoning OR information extraction,4,0.0,0.5,0.1,1.0,0.00025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,50.0,10.0,100.0
FinanceBench,hybrid_pageindex_chunk_rerank_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,chunk_rerank,7.0,,43,0.13953488372093023,0.5348837209302325,0.2934108527131783,0.813953488372093,0.00030232558139534885,0.00030232558139534885,0.00030232558139534885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,13.953488372093023,53.48837209302325,29.34108527131783,81.3953488372093
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Information extraction,29,0.27586206896551724,0.4827586206896552,0.3545977011494253,0.7586206896551724,0.00013793103448275863,0.00013793103448275863,0.00013793103448275863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,27.586206896551722,48.275862068965516,35.45977011494253,75.86206896551724
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Logical reasoning (based on numerical reasoning),2,0.5,1.0,0.75,1.0,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50.0,100.0,75.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.2,0.05,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,20.0,5.0,60.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.75,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,75.0,75.0,75.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Numerical reasoning,20,0.25,0.45,0.31416666666666665,0.9,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,25.0,45.0,31.416666666666664,90.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,Numerical reasoning OR information extraction,4,0.25,0.5,0.3,0.75,0.00025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,30.0,75.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_10_query_results.jsonl,Hybrid PageIndex,Harrier,node,10.0,,43,0.16279069767441862,0.46511627906976744,0.26666666666666666,0.7906976744186046,6.976744186046511e-05,6.976744186046511e-05,6.976744186046511e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,16.27906976744186,46.51162790697674,26.666666666666668,79.06976744186046
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Information extraction,29,0.2413793103448276,0.4482758620689655,0.3201149425287356,0.7586206896551724,0.00010344827586206896,0.00010344827586206896,0.00010344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,24.137931034482758,44.827586206896555,32.01149425287356,75.86206896551724
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Logical reasoning (based on numerical reasoning),2,0.5,1.0,0.75,1.0,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50.0,100.0,75.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.2,0.05,0.6,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,20.0,5.0,60.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.75,0.75,0.75,1.0,0.00025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,75.0,75.0,75.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Numerical reasoning,20,0.2,0.4,0.26416666666666666,0.9,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20.0,40.0,26.416666666666664,90.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,Numerical reasoning OR information extraction,4,0.25,0.5,0.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,30.0,75.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_5_query_results.jsonl,Hybrid PageIndex,Harrier,node,5.0,,43,0.16279069767441862,0.4883720930232558,0.2713178294573643,0.7906976744186046,4.651162790697675e-05,4.651162790697675e-05,4.651162790697675e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,16.27906976744186,48.837209302325576,27.131782945736433,79.06976744186046
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Information extraction,29,0.2413793103448276,0.4482758620689655,0.3201149425287356,0.7586206896551724,0.00013793103448275863,0.00013793103448275863,0.00013793103448275863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,24.137931034482758,44.827586206896555,32.01149425287356,75.86206896551724
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Logical reasoning (based on numerical reasoning),2,0.5,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,50.0,100.0,75.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.2,0.05,0.6,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,20.0,5.0,60.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.75,0.75,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,75.0,75.0,75.0,100.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Numerical reasoning,20,0.2,0.4,0.26416666666666666,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20.0,40.0,26.416666666666664,90.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,Numerical reasoning OR information extraction,4,0.25,0.5,0.3,0.75,0.00025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,30.0,75.0
FinanceBench,hybrid_pageindex_harrier_oss_v1_0_6b_top_m_7_query_results.jsonl,Hybrid PageIndex,Harrier,node,7.0,,43,0.16279069767441862,0.46511627906976744,0.26666666666666666,0.7906976744186046,0.00013953488372093022,0.00013953488372093022,0.00013953488372093022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,16.27906976744186,46.51162790697674,26.666666666666668,79.06976744186046
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Information extraction,29,0.20689655172413793,0.5517241379310345,0.34022988505747126,0.8275862068965517,0.0003793103448275862,0.0003793103448275862,0.0003793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,20.689655172413794,55.172413793103445,34.02298850574713,82.75862068965517
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Logical reasoning (based on numerical reasoning),2,0.0,0.5,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,50.0,16.666666666666664,50.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.0,0.0,0.8,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.25,0.5,0.375,0.75,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,37.5,75.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Numerical reasoning,20,0.25,0.5,0.3458333333333333,0.9,0.00035,0.00035,0.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,25.0,50.0,34.583333333333336,90.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,Numerical reasoning OR information extraction,4,0.0,0.5,0.13333333333333333,1.0,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,50.0,13.333333333333334,100.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_10_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,10.0,,43,0.18604651162790697,0.46511627906976744,0.312015503875969,0.813953488372093,0.0002558139534883721,0.0002558139534883721,0.0002558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,18.6046511627907,46.51162790697674,31.2015503875969,81.3953488372093
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Information extraction,29,0.1724137931034483,0.5172413793103449,0.30574712643678165,0.8275862068965517,0.0002413793103448276,0.0002413793103448276,0.0002413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,17.24137931034483,51.724137931034484,30.574712643678165,82.75862068965517
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Logical reasoning (based on numerical reasoning),2,0.0,0.5,0.16666666666666666,0.5,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,50.0,16.666666666666664,50.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.0,0.0,0.8,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.25,0.5,0.375,0.75,0.00025,0.00025,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,37.5,75.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Numerical reasoning,20,0.25,0.45,0.3208333333333333,0.9,0.00015000000000000001,0.00015000000000000001,0.00015000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,25.0,45.0,32.08333333333333,90.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,Numerical reasoning OR information extraction,4,0.0,0.5,0.13333333333333333,1.0,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,50.0,13.333333333333334,100.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_5_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,5.0,,43,0.18604651162790697,0.4883720930232558,0.31666666666666665,0.813953488372093,9.30232558139535e-05,9.30232558139535e-05,9.30232558139535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,18.6046511627907,48.837209302325576,31.666666666666664,81.3953488372093
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Information extraction,29,0.20689655172413793,0.5517241379310345,0.34022988505747126,0.8275862068965517,0.00041379310344827585,0.00041379310344827585,0.00041379310344827585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,20.689655172413794,55.172413793103445,34.02298850574713,82.75862068965517
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Information extraction OR Logical reasoning OR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Logical reasoning (based on numerical reasoning),2,0.0,0.5,0.16666666666666666,0.5,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,50.0,16.666666666666664,50.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.0,0.0,0.0,0.8,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,80.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.25,0.5,0.375,0.75,0.0005,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.0,50.0,37.5,75.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Numerical reasoning,20,0.25,0.5,0.3458333333333333,0.9,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,25.0,50.0,34.583333333333336,90.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Numerical reasoning OR Logical reasoning,3,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,66.66666666666666
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,Numerical reasoning OR information extraction,4,0.0,0.5,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,50.0,13.333333333333334,100.0
FinanceBench,hybrid_pageindex_linq_embed_mistral_top_m_7_query_results.jsonl,Hybrid PageIndex,Linq-Embed-Mistral,node,7.0,,43,0.18604651162790697,0.46511627906976744,0.312015503875969,0.813953488372093,0.00013953488372093022,0.00013953488372093022,0.00013953488372093022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,18.6046511627907,46.51162790697674,31.2015503875969,81.3953488372093
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Information extraction,29,0.6551724137931034,0.8620689655172413,0.8017241379310345,0.9655172413793104,178.24162068965515,82.78331034482758,178.24158620689653,184992.6896551724,10288.620689655172,195281.3103448276,88565.55172413793,4342.862068965517,92908.41379310345,184992.6896551724,10288.620689655172,195281.3103448276,29,65.51724137931035,86.20689655172413,80.17241379310344,96.55172413793103
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Information extraction OR Logical reasoning OR,1,0.0,1.0,0.3333333333333333,1.0,66.56,19.951,66.56,167526.0,4198.0,171724.0,37930.0,1210.0,39140.0,167526.0,4198.0,171724.0,1,0.0,100.0,33.33333333333333,100.0
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Logical reasoning (based on numerical reasoning),2,1.0,1.0,0.75,1.0,95.77600000000001,22.619,95.7755,150884.0,6473.0,157357.0,52412.0,1419.0,53831.0,150884.0,6473.0,157357.0,2,100.0,100.0,75.0,100.0
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Logical reasoning (based on numerical reasoning) OR Logical reasoning,5,0.8,0.8,0.64,1.0,177.3394,78.823,177.3394,215599.6,11371.2,226970.8,118754.8,5639.2,124394.0,215599.6,11371.2,226970.8,5,80.0,80.0,64.0,100.0
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Logical reasoning (based on numerical reasoning) OR Numerical reasoning OR Logical reasoning,4,0.75,0.75,0.625,1.0,109.92975,24.2875,109.92975,189546.75,7934.75,197481.5,47302.25,1726.75,49029.0,189546.75,7934.75,197481.5,4,75.0,75.0,62.5,100.0
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Numerical reasoning,20,0.5,0.8,0.7416666666666667,1.0,161.8123,49.7901,161.8123,158180.65,10028.85,168209.5,59808.2,3117.4,62925.6,158180.65,10028.85,168209.5,20,50.0,80.0,74.16666666666667,100.0
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Numerical reasoning OR Logical reasoning,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,144.054,30.640333333333334,144.054,139195.66666666666,10780.333333333334,149976.0,36261.666666666664,2143.6666666666665,38405.333333333336,139195.66666666666,10780.333333333334,149976.0,3,66.66666666666666,66.66666666666666,66.66666666666666,100.0
FinanceBench,pageindex_combined_query_results_clean.jsonl,PageIndex,GPT-5,standard,,Numerical reasoning OR information extraction,4,0.25,1.0,0.7083333333333333,1.0,149.1455,33.408,149.1455,155265.5,8448.0,163713.5,45370.0,2376.5,47746.5,155265.5,8448.0,163713.5,4,25.0,100.0,70.83333333333333,100.0
