dataset,query_id,financebench_id,company,doc_name,bank_name,query,ground_truth_chunk_id,top1_chunk_id,top5_chunk_ids,correct_at_1,ground_truth_rank_top5,diagnostic_category,latency_seconds,top1_latency_seconds,top5_latency_seconds,top1_input_tokens,top1_output_tokens,top5_input_tokens,top5_output_tokens
ESRS,"Banque Postale__Banque_Postale_0197__In its ESRS S4 disclosures, does Banque Postale state that the scope of its community-loan monitoring includes environmental lending dedicated to projects aligned with the Taxonomy, in addition to social and impact lending?",,Banque Postale,Banque Postale,Banque Postale,"In its ESRS S4 disclosures, does Banque Postale state that the scope of its community-loan monitoring includes environmental lending dedicated to projects aligned with the Taxonomy, in addition to social and impact lending?",Banque_Postale_0197,Banque_Postale_0197,Banque_Postale_0197|Banque_Postale_0198|Banque_Postale_0196|Banque_Postale_0194|Banque_Postale_0205,1,1.0,both_rank1,179.431,39.938,179.43,48752,1646,202391,7234
ESRS,"Banque Postale__Banque_Postale_0199__For La Banque Postale, is notifying the CNIL explicitly required and systematically carried out when a customer data breach is identified under its data protection procedures?",,Banque Postale,Banque Postale,Banque Postale,"For La Banque Postale, is notifying the CNIL explicitly required and systematically carried out when a customer data breach is identified under its data protection procedures?",Banque_Postale_0199,Banque_Postale_0199,Banque_Postale_0199|Banque_Postale_0203|Banque_Postale_0202|Banque_Postale_0210|Banque_Postale_0214,1,1.0,both_rank1,160.697,34.647,160.696,50474,1836,220136,8547
ESRS,"Banque Postale__Banque_Postale_0201__Within La Banque Postale’s Corporate and Local Development Banking, is there already an operational, centralised grievance-handling procedure for business customers?",,Banque Postale,Banque Postale,Banque Postale,"Within La Banque Postale’s Corporate and Local Development Banking, is there already an operational, centralised grievance-handling procedure for business customers?",Banque_Postale_0201,Banque_Postale_0201,Banque_Postale_0201|Banque_Postale_0199|Banque_Postale_0200|Banque_Postale_0202|Banque_Postale_0237,1,1.0,both_rank1,175.654,40.753,175.654,50773,2145,223934,7458
ESRS,"Banque Postale__Banque_Postale_0205__For La Banque Postale’s ESRS S4-related disclosures on targets, does the bank indicate that pilot metrics on potential adverse effects for consumers (such as cybersecurity or information/security concerns) are withheld from publication on confidentiality grounds?",,Banque Postale,Banque Postale,Banque Postale,"For La Banque Postale’s ESRS S4-related disclosures on targets, does the bank indicate that pilot metrics on potential adverse effects for consumers (such as cybersecurity or information/security concerns) are withheld from publication on confidentiality grounds?",Banque_Postale_0205,Banque_Postale_0205,Banque_Postale_0205|Banque_Postale_0206|Banque_Postale_0207|Banque_Postale_0209|Banque_Postale_0208,1,1.0,both_rank1,121.597,49.351,121.597,49225,1835,199864,5547
ESRS,"Banque Postale__Banque_Postale_0211__Under the section titled “Indicators related to the accessibility of services,” does Banque Postale provide any quantitative metrics (e.g., counts or percentages) demonstrating the accessibility of its post offices and ATMs for persons with reduced mobility and for blind or visually impaired users?",,Banque Postale,Banque Postale,Banque Postale,"Under the section titled “Indicators related to the accessibility of services,” does Banque Postale provide any quantitative metrics (e.g., counts or percentages) demonstrating the accessibility of its post offices and ATMs for persons with reduced mobility and for blind or visually impaired users?",Banque_Postale_0211,Banque_Postale_0213,Banque_Postale_0213|Banque_Postale_0211|Banque_Postale_0214|Banque_Postale_0212|Banque_Postale_0210,0,2.0,mrr_lower_only,233.095,192.035,233.095,143500,10021,193971,12104
ESRS,Banque Postale__Banque_Postale_0212__Does La Banque Postale maintain a governance control whereby its ethics code undergoes periodic review and receives formal approval from the Supervisory Board?,,Banque Postale,Banque Postale,Banque Postale,Does La Banque Postale maintain a governance control whereby its ethics code undergoes periodic review and receives formal approval from the Supervisory Board?,Banque_Postale_0212,Banque_Postale_0214,Banque_Postale_0214|Banque_Postale_0238|Banque_Postale_0000|Banque_Postale_0237|Banque_Postale_0001,0,,both_fail,236.552,236.552,209.506,230304,12159,170679,10808
ESRS,"Banque Postale__Banque_Postale_0213__For ESRS transparency on influence-related outlays, does Banque Postale report the worldwide totals for 2024 of both monetary and non-monetary political contributions, and what figures are disclosed?",,Banque Postale,Banque Postale,Banque Postale,"For ESRS transparency on influence-related outlays, does Banque Postale report the worldwide totals for 2024 of both monetary and non-monetary political contributions, and what figures are disclosed?",Banque_Postale_0213,Banque_Postale_0214,Banque_Postale_0214|Banque_Postale_0237,0,,both_fail,154.374,43.497,154.374,19975,1861,61801,7683
ESRS,"Banque Postale__Banque_Postale_0214__For ESRS G1 transparency on public policy engagement, has Banque Postale declared registration in both the EU Transparency Register and the French HATVP register for interest representatives, including disclosure of the EU registration identifier?",,Banque Postale,Banque Postale,Banque Postale,"For ESRS G1 transparency on public policy engagement, has Banque Postale declared registration in both the EU Transparency Register and the French HATVP register for interest representatives, including disclosure of the EU registration identifier?",Banque_Postale_0214,Banque_Postale_0214,Banque_Postale_0214|Banque_Postale_0237|Banque_Postale_0000|Banque_Postale_0001,1,1.0,both_rank1,231.002,23.01,231.002,19987,1166,98172,11907
ESRS,"Banque Postale__Banque_Postale_0221__In its GAR technical reserves disclosures, does Banque Postale include, alongside the figures for Taxonomy-relevant exposures, the percentage of total assets that fall within the GAR scope (i.e., the coverage of assets in scope)?",,Banque Postale,Banque Postale,Banque Postale,"In its GAR technical reserves disclosures, does Banque Postale include, alongside the figures for Taxonomy-relevant exposures, the percentage of total assets that fall within the GAR scope (i.e., the coverage of assets in scope)?",Banque_Postale_0221,Banque_Postale_0221,Banque_Postale_0221|Banque_Postale_0219|Banque_Postale_0238|Banque_Postale_0220|Banque_Postale_0215_intro,1,1.0,both_rank1,307.091,78.437,307.091,33425,4330,137672,15083
ESRS,"Banque Postale__Banque_Postale_0231__For Banque Postale, does the asset management subsidiary’s EU Taxonomy reporting include a stated portfolio alignment ratio as at 31 December 2024?",,Banque Postale,Banque Postale,Banque Postale,"For Banque Postale, does the asset management subsidiary’s EU Taxonomy reporting include a stated portfolio alignment ratio as at 31 December 2024?",Banque_Postale_0231,Banque_Postale_0238,Banque_Postale_0130_intro|Banque_Postale_0238|Banque_Postale_0131|Banque_Postale_0214|Banque_Postale_0054,0,,both_fail,258.314,41.104,258.314,42373,1746,199582,12204
ESRS,"Belfius__Belfius_0001__Under the ESRS transitional provisions, has Belfius Bank opted to defer the ESRS E1-9 disclosure on anticipated financial effects of climate change?",,Belfius,Belfius,Belfius,"Under the ESRS transitional provisions, has Belfius Bank opted to defer the ESRS E1-9 disclosure on anticipated financial effects of climate change?",Belfius_0001,Belfius_0001,Belfius_0001|Belfius_0121|Belfius_0000|Belfius_0118,1,1.0,both_rank1,144.764,22.614,144.764,23447,1015,89243,7519
ESRS,"Belfius__Belfius_0005__For Belfius, do the disclosed greenhouse gas totals expressly exclude the use of offsets, removals, and avoided emissions, with any biogenic carbon balance recorded in a distinct inventory?",,Belfius,Belfius,Belfius,"For Belfius, do the disclosed greenhouse gas totals expressly exclude the use of offsets, removals, and avoided emissions, with any biogenic carbon balance recorded in a distinct inventory?",Belfius_0005,Belfius_0005,Belfius_0005|Belfius_0012|Belfius_0011|Belfius_0008|Belfius_0007_intro,1,1.0,both_rank1,186.336,173.988,186.336,53174,10600,64221,11427
ESRS,"Belfius__Belfius_0008__For ESRS-aligned transparency on calculation boundaries, has Belfius stated why exposures to local public sector counterparties are left out of its financed-emissions scope and how it intends to handle this limitation going forward?",,Belfius,Belfius,Belfius,"For ESRS-aligned transparency on calculation boundaries, has Belfius stated why exposures to local public sector counterparties are left out of its financed-emissions scope and how it intends to handle this limitation going forward?",Belfius_0008,Belfius_0008,Belfius_0008|Belfius_0007_intro|Belfius_0005|Belfius_0006|Belfius_0004_intro,1,1.0,both_rank1,102.57,40.36,102.57,19570,1857,39711,5784
ESRS,"Belfius__Belfius_0010__For ESRS-aligned target disclosures, has Belfius identified the reference year used to track progress on its operational emissions objectives and provided the rationale for that selection?",,Belfius,Belfius,Belfius,"For ESRS-aligned target disclosures, has Belfius identified the reference year used to track progress on its operational emissions objectives and provided the rationale for that selection?",Belfius_0010,Belfius_0010,Belfius_0010|Belfius_0009_intro|Belfius_0007_intro|Belfius_0011|Belfius_0003_intro,1,1.0,both_rank1,128.267,37.731,128.267,23682,2140,52998,7691
ESRS,"Belfius__Belfius_0011__For Belfius, is there a time-bound, quantitative emissions-intensity target for its vehicle leasing activities that identifies the reference year?",,Belfius,Belfius,Belfius,"For Belfius, is there a time-bound, quantitative emissions-intensity target for its vehicle leasing activities that identifies the reference year?",Belfius_0011,Belfius_0011,Belfius_0010|Belfius_0011|Belfius_0076|Belfius_0009_intro|Belfius_0008,1,2.0,accuracy_only_mrr_lower,190.426,49.198,190.426,25165,2505,68004,11395
ESRS,"Belfius__Belfius_0018__For its non‑retail climate credit risk analysis, does Belfius Bank specify discrete evaluation horizons for transition‑risk effects on (mid)corporate cash flows, and what are those time bands?",,Belfius,Belfius,Belfius,"For its non‑retail climate credit risk analysis, does Belfius Bank specify discrete evaluation horizons for transition‑risk effects on (mid)corporate cash flows, and what are those time bands?",Belfius_0018,Belfius_0019,Belfius_0018|Belfius_0019|Belfius_0017|Belfius_0027|Belfius_0031,0,1.0,mrr_rank1_only,155.821,102.549,155.821,39112,5423,55965,8617
ESRS,Belfius__Belfius_0019__Has Belfius Bank indicated that its client ESG scoring model undergoes ongoing review with the possibility to modify the key risk indicators and their respective weightings?,,Belfius,Belfius,Belfius,Has Belfius Bank indicated that its client ESG scoring model undergoes ongoing review with the possibility to modify the key risk indicators and their respective weightings?,Belfius_0019,Belfius_0021,Belfius_0021|Belfius_0034|Belfius_0035|Belfius_0037|Belfius_0066,0,,both_fail,213.482,139.103,213.482,49580,7057,76552,11477
ESRS,"Belfius__Belfius_0023__Does Belfius Bank disclose a sector-level assessment of climate-driven credit risk that applies clearly defined short-, medium-, and long-term horizons and communicates the relative severity of impacts for each sector?",,Belfius,Belfius,Belfius,"Does Belfius Bank disclose a sector-level assessment of climate-driven credit risk that applies clearly defined short-, medium-, and long-term horizons and communicates the relative severity of impacts for each sector?",Belfius_0023,Belfius_0023,Belfius_0023|Belfius_0021|Belfius_0024|Belfius_0027|Belfius_0026,1,1.0,both_rank1,163.693,68.716,163.693,31290,3347,49286,8636
ESRS,"Belfius__Belfius_0024__In its climate resilience assessment, does Belfius Bank specify the time horizons over which transition risks and acute physical hazards are expected to affect its strategic and business risks?",,Belfius,Belfius,Belfius,"In its climate resilience assessment, does Belfius Bank specify the time horizons over which transition risks and acute physical hazards are expected to affect its strategic and business risks?",Belfius_0024,Belfius_0017,Belfius_0024|Belfius_0017|Belfius_0021|Belfius_0025|Belfius_0026,0,1.0,mrr_rank1_only,186.923,68.44,186.923,28074,4248,56716,12032
ESRS,Belfius__Belfius_0031__Has Belfius aligned its classification of climate‑sensitive loan exposures with the ESRS high‑climate‑impact sector list by using NACE-based sector mapping?,,Belfius,Belfius,Belfius,Has Belfius aligned its classification of climate‑sensitive loan exposures with the ESRS high‑climate‑impact sector list by using NACE-based sector mapping?,Belfius_0031,Belfius_0031,Belfius_0031|Belfius_0028_intro|Belfius_0007_intro|Belfius_0008|Belfius_0026,1,1.0,both_rank1,174.224,103.194,174.224,42743,6384,68414,11103
ESRS,"Belfius__Belfius_0036__For ESRS disclosures on governance of actions, does Belfius Bank indicate that execution of its multi‑year ESG action plan is subject to ongoing quarterly tracking of key tasks?",,Belfius,Belfius,Belfius,"For ESRS disclosures on governance of actions, does Belfius Bank indicate that execution of its multi‑year ESG action plan is subject to ongoing quarterly tracking of key tasks?",Belfius_0036,Belfius_0001,Belfius_0001|Belfius_0117|Belfius_0121|Belfius_0116,0,,both_fail,168.125,168.125,149.332,187665,10307,136524,8791
ESRS,"Belfius__Belfius_0037__Within Belfius Bank’s three-lines model, is the dedicated ESG risk competence unit tasked with developing the climate and environmental risk framework located in the first, second, or third line of defence?",,Belfius,Belfius,Belfius,"Within Belfius Bank’s three-lines model, is the dedicated ESG risk competence unit tasked with developing the climate and environmental risk framework located in the first, second, or third line of defence?",Belfius_0037,Belfius_0001,Belfius_0001|Belfius_0117,0,,both_fail,158.036,30.853,158.036,23479,1852,89605,9259
ESRS,"Belfius__Belfius_0060__For Belfius’ mitigation plan, does the disclosure confirm that specific budget and staff resources have been earmarked to implement the prioritized risk-reduction measures?",,Belfius,Belfius,Belfius,"For Belfius’ mitigation plan, does the disclosure confirm that specific budget and staff resources have been earmarked to implement the prioritized risk-reduction measures?",Belfius_0060,Belfius_0007_intro,Belfius_0007_intro|Belfius_0008|Belfius_0037|Belfius_0035|Belfius_0036,0,,both_fail,255.627,114.734,255.627,29038,7049,68268,16261
ESRS,"Belfius__Belfius_0064__Has Belfius set a time-bound commitment for the frequency of ESG-related client communications, and if so, what cadence has it adopted?",,Belfius,Belfius,Belfius,"Has Belfius set a time-bound commitment for the frequency of ESG-related client communications, and if so, what cadence has it adopted?",Belfius_0064,Belfius_0116,Belfius_0116|Belfius_0001,0,,both_fail,140.714,140.714,127.938,145777,7639,106360,6832
ESRS,"Belfius__Belfius_0066__Considering ESRS expectations on metrics and targets, does Belfius identify a specific quantitative indicator to monitor completion of client ESG questionnaires, set a numeric objective for 2024, and report the 2024 outcome against that target?",,Belfius,Belfius,Belfius,"Considering ESRS expectations on metrics and targets, does Belfius identify a specific quantitative indicator to monitor completion of client ESG questionnaires, set a numeric objective for 2024, and report the 2024 outcome against that target?",Belfius_0066,Belfius_0121,Belfius_0121,0,,both_fail,93.324,93.324,90.177,42330,5786,37966,5571
ESRS,"Belfius__Belfius_0071__Has Belfius disclosed a quantitative 2024 breakdown of the volumes of its Ambition Loans and Ambition Leasing by client segment (Corporate, PSB, Business)?",,Belfius,Belfius,Belfius,"Has Belfius disclosed a quantitative 2024 breakdown of the volumes of its Ambition Loans and Ambition Leasing by client segment (Corporate, PSB, Business)?",Belfius_0071,Belfius_0071,Belfius_0071|Belfius_0072|Belfius_0069|Belfius_0121,1,1.0,both_rank1,195.224,44.967,195.224,24529,2812,74097,12920
ESRS,"Belfius__Belfius_0072__For Belfius, is an independent second-party review obligatory for client Green/Social/Sustainable bond issuances, and is detailed reporting on the allocation and use of proceeds mandated?",,Belfius,Belfius,Belfius,"For Belfius, is an independent second-party review obligatory for client Green/Social/Sustainable bond issuances, and is detailed reporting on the allocation and use of proceeds mandated?",Belfius_0072,Belfius_0073,Belfius_0072|Belfius_0074|Belfius_0073|Belfius_0001,0,1.0,mrr_rank1_only,161.663,52.3,161.663,24435,2836,75873,9325
ESRS,"Belfius__Belfius_0073__For Belfius’s sustainability‑linked loans oversight, has the bank set a fixed cadence at which responsible staff review performance metrics?",,Belfius,Belfius,Belfius,"For Belfius’s sustainability‑linked loans oversight, has the bank set a fixed cadence at which responsible staff review performance metrics?",Belfius_0073,Belfius_0073,Belfius_0073|Belfius_0072|Belfius_0074|Belfius_0001,1,1.0,both_rank1,141.854,44.271,141.854,24345,2575,71330,8040
ESRS,"Belfius__Belfius_0076__For ESRS metrics-and-targets reporting, has Belfius set a quantifiable 2024 target for the production of its energy sharing projects under SBRS & SBRS Energy?",,Belfius,Belfius,Belfius,"For ESRS metrics-and-targets reporting, has Belfius set a quantifiable 2024 target for the production of its energy sharing projects under SBRS & SBRS Energy?",Belfius_0076,Belfius_0121,Belfius_0121,0,,both_fail,105.996,105.996,100.949,47197,6097,42842,5818
ESRS,"Belfius__Belfius_0080__For Belfius, does the disclosure state that no quantified, outcome-focused objectives are set for the exclusions framework and indicate that this choice is due to its primary use as an ESG risk-mitigation tool?",,Belfius,Belfius,Belfius,"For Belfius, does the disclosure state that no quantified, outcome-focused objectives are set for the exclusions framework and indicate that this choice is due to its primary use as an ESG risk-mitigation tool?",Belfius_0080,Belfius_0080,Belfius_0080|Belfius_0081|Belfius_0061_intro|Belfius_0079_intro|Belfius_0082,1,1.0,both_rank1,149.674,52.977,149.674,23814,3168,51152,9381
ESRS,Belfius__Belfius_0082__Does Belfius state that Belfius AM operates an ex-ante selection control over third-party funds whereby a dedicated selection team conducts ESG due diligence via a detailed questionnaire on ESG policies and practices and limits inclusion to candidates with strong ESG credentials?,,Belfius,Belfius,Belfius,Does Belfius state that Belfius AM operates an ex-ante selection control over third-party funds whereby a dedicated selection team conducts ESG due diligence via a detailed questionnaire on ESG policies and practices and limits inclusion to candidates with strong ESG credentials?,Belfius_0082,Belfius_0001,Belfius_0001,0,,both_fail,81.085,81.085,75.498,67896,5413,53522,4878
ESRS,Belfius__Belfius_0083__Has Belfius Group set a quantified and time-bound objective for the proportion of its investment production to be classified under SFDR Articles 8 and 9?,,Belfius,Belfius,Belfius,Has Belfius Group set a quantified and time-bound objective for the proportion of its investment production to be classified under SFDR Articles 8 and 9?,Belfius_0083,Belfius_0001,Belfius_0001|Belfius_0083|Belfius_0082|Belfius_0086|Belfius_0081,0,2.0,mrr_lower_only,108.87,22.041,108.87,23451,1424,73802,7193
ESRS,"Belfius__Belfius_0084__For ESRS-oriented disclosure on sustainable investment strategies, does Belfius state that its thematic funds are subject to mandatory environmental or social selection criteria embedded in their investment policy framework?",,Belfius,Belfius,Belfius,"For ESRS-oriented disclosure on sustainable investment strategies, does Belfius state that its thematic funds are subject to mandatory environmental or social selection criteria embedded in their investment policy framework?",Belfius_0084,Belfius_0086,Belfius_0084|Belfius_0083|Belfius_0082|Belfius_0086|Belfius_0085_intro,0,1.0,mrr_rank1_only,100.089,45.417,100.089,23023,2969,39875,6970
ESRS,"Belfius__Belfius_0086__For ESRS policy disclosures on scope and coverage, does Belfius Bank identify which Belfius AM investment vehicles and portfolio services are subject to the climate policy’s requirements?",,Belfius,Belfius,Belfius,"For ESRS policy disclosures on scope and coverage, does Belfius Bank identify which Belfius AM investment vehicles and portfolio services are subject to the climate policy’s requirements?",Belfius_0086,Belfius_0086,Belfius_0086|Belfius_0081|Belfius_0082|Belfius_0083|Belfius_0085_intro,1,1.0,both_rank1,106.308,48.045,106.308,23014,2992,41374,7743
ESRS,"Belfius__Belfius_0089__For ESRS-aligned biodiversity risk controls, does Belfius provide for an exclusion on investments linked to deforestation with a clearly defined exception pathway based on compliance with TAP criteria?",,Belfius,Belfius,Belfius,"For ESRS-aligned biodiversity risk controls, does Belfius provide for an exclusion on investments linked to deforestation with a clearly defined exception pathway based on compliance with TAP criteria?",Belfius_0089,Belfius_0089,Belfius_0089|Belfius_0086|Belfius_0087|Belfius_0080|Belfius_0081,1,1.0,both_rank1,109.809,79.291,109.809,36553,5709,46696,8041
ESRS,"Belfius__Belfius_0091__For Belfius, are the annual disclosures on the use of proceeds and the related environmental and social impact of its green and social bonds subjected to an independent limited assurance review by an external auditor?",,Belfius,Belfius,Belfius,"For Belfius, are the annual disclosures on the use of proceeds and the related environmental and social impact of its green and social bonds subjected to an independent limited assurance review by an external auditor?",Belfius_0091,Belfius_0118,Belfius_0118|Belfius_0117|Belfius_0001|Belfius_0000,0,,both_fail,235.636,235.636,220.618,133138,15420,107248,14416
ESRS,Belfius__Belfius_0096__Has Belfius defined and disclosed quantitative eligibility thresholds for awarding energy-efficiency premium reductions in its property insurance portfolio?,,Belfius,Belfius,Belfius,Has Belfius defined and disclosed quantitative eligibility thresholds for awarding energy-efficiency premium reductions in its property insurance portfolio?,Belfius_0096,Belfius_0097,Belfius_0096|Belfius_0097|Belfius_0095|Belfius_0098,0,1.0,mrr_rank1_only,115.624,37.2,115.624,22300,2356,51502,7887
ESRS,"Belfius__Belfius_0098__For ESRS-compliant value-chain oversight, does Belfius specify a contractual enforcement measure for recognized vehicle repairers that persistently fail to meet the environmental conditions embedded in its collaboration agreement?",,Belfius,Belfius,Belfius,"For ESRS-compliant value-chain oversight, does Belfius specify a contractual enforcement measure for recognized vehicle repairers that persistently fail to meet the environmental conditions embedded in its collaboration agreement?",Belfius_0098,Belfius_0098,Belfius_0098|Belfius_0117|Belfius_0116,1,1.0,both_rank1,167.408,52.95,167.408,23757,3509,85392,10393
ESRS,"Belfius__Belfius_0109__Within Belfius’ EU Taxonomy strategy, does Belfius specify that its 2022 Ambition Loans & Lease are only EU Taxonomy-eligible rather than fully aligned (i.e., they have not yet satisfied the full set of technical screening requirements)?",,Belfius,Belfius,Belfius,"Within Belfius’ EU Taxonomy strategy, does Belfius specify that its 2022 Ambition Loans & Lease are only EU Taxonomy-eligible rather than fully aligned (i.e., they have not yet satisfied the full set of technical screening requirements)?",Belfius_0109,Belfius_0109,Belfius_0109|Belfius_0108|Belfius_0107|Belfius_0110_intro|Belfius_0111,1,1.0,both_rank1,74.548,28.181,74.547,17869,2015,37927,5801
ESRS,"Belfius__Belfius_0111__For Belfius Bank’s Green Asset Ratio, does the bank confirm that exposures to undertakings outside the NFRD disclosure scope are removed from the numerator but retained in the denominator, thereby introducing a methodological asymmetry?",,Belfius,Belfius,Belfius,"For Belfius Bank’s Green Asset Ratio, does the bank confirm that exposures to undertakings outside the NFRD disclosure scope are removed from the numerator but retained in the denominator, thereby introducing a methodological asymmetry?",Belfius_0111,Belfius_0111,Belfius_0111|Belfius_0125|Belfius_0108|Belfius_0110_intro|Belfius_0109,1,1.0,both_rank1,143.798,32.593,143.798,22292,2104,61040,9559
ESRS,"Belfius__Belfius_0113__In its asset manager disclosures, does Belfius indicate that sovereign investments are excluded from the asset base used to compute the Green Investment Ratio coverage, and does it provide both the coverage percentage and the corresponding monetary amount?",,Belfius,Belfius,Belfius,"In its asset manager disclosures, does Belfius indicate that sovereign investments are excluded from the asset base used to compute the Green Investment Ratio coverage, and does it provide both the coverage percentage and the corresponding monetary amount?",Belfius_0113,Belfius_0113,Belfius_0113|Belfius_0112|Belfius_0108|Belfius_0109,1,1.0,both_rank1,176.927,37.8,176.927,21313,2683,69122,12967
ESRS,"Belfius__Belfius_0126__For its EU Taxonomy disclosures, does Belfius publish a consolidated, revenue-weighted average of Taxonomy-aligned KPIs across its business lines, and state the resulting percentages for the turnover- and CapEx-based indicators?",,Belfius,Belfius,Belfius,"For its EU Taxonomy disclosures, does Belfius publish a consolidated, revenue-weighted average of Taxonomy-aligned KPIs across its business lines, and state the resulting percentages for the turnover- and CapEx-based indicators?",Belfius_0126,Belfius_0121,Belfius_0121|Belfius_0108|Belfius_0109|Belfius_0110_intro|Belfius_0107,0,,both_fail,171.513,152.237,171.513,52860,11882,59646,13598
ESRS,"Belfius__Belfius_0128__For its EU Taxonomy assets-under-management KPI, does Belfius exclude portfolios handled by Belfius Asset Management to avoid duplication because those exposures are reported in the asset manager–specific Annex IV template of the Disclosure Delegated Act?",,Belfius,Belfius,Belfius,"For its EU Taxonomy assets-under-management KPI, does Belfius exclude portfolios handled by Belfius Asset Management to avoid duplication because those exposures are reported in the asset manager–specific Annex IV template of the Disclosure Delegated Act?",Belfius_0128,Belfius_0129,Belfius_0111|Belfius_0110_intro|Belfius_0108|Belfius_0113|Belfius_0112,0,,both_fail,248.799,225.851,248.799,85724,16704,92171,18435
ESRS,"Caixa Geral de Depósitos__Caixa_Geral_de_Dep_sitos_0002__Does Caixa Geral de Depósitos state that variable remuneration for its management and employees is influenced by sustainability performance outcomes (such as ESG ratings), as would be required to disclose under ESRS governance-related remuneration disclosures?",,Caixa Geral de Depósitos,Caixa Geral de Depósitos,Caixa Geral de Depósitos,"Does Caixa Geral de Depósitos state that variable remuneration for its management and employees is influenced by sustainability performance outcomes (such as ESG ratings), as would be required to disclose under ESRS governance-related remuneration disclosures?",Caixa_Geral_de_Dep_sitos_0002,Caixa_Geral_de_Dep_sitos_0008,Caixa_Geral_de_Dep_sitos_0008|Caixa_Geral_de_Dep_sitos_0003|Caixa_Geral_de_Dep_sitos_0011|Caixa_Geral_de_Dep_sitos_0010|Caixa_Geral_de_Dep_sitos_0009,0,,both_fail,82.894,25.595,82.894,26772,1721,107371,5663
ESRS,"Caixa Geral de Depósitos__Caixa_Geral_de_Dep_sitos_0009__For its Article 8 EU Taxonomy disclosure, did Caixa Geral de Depósitos state the proportion of assets that are Taxonomy-aligned (Green Asset Ratio) for the December 2024 reference date, and what percentage did it report?",,Caixa Geral de Depósitos,Caixa Geral de Depósitos,Caixa Geral de Depósitos,"For its Article 8 EU Taxonomy disclosure, did Caixa Geral de Depósitos state the proportion of assets that are Taxonomy-aligned (Green Asset Ratio) for the December 2024 reference date, and what percentage did it report?",Caixa_Geral_de_Dep_sitos_0009,Caixa_Geral_de_Dep_sitos_0009,Caixa_Geral_de_Dep_sitos_0009|Caixa_Geral_de_Dep_sitos_0008|Caixa_Geral_de_Dep_sitos_0012|Caixa_Geral_de_Dep_sitos_0003,1,1.0,both_rank1,121.064,19.592,121.063,24670,1332,107421,7901
ESRS,"Caixa Geral de Depósitos__Caixa_Geral_de_Dep_sitos_0010__Under ESRS S1 (own workforce), has Caixa Geral de Depósitos defined the boundary of its workforce disclosures and indicated any categories that will only be covered in a subsequent reporting cycle (e.g., non‑salaried staff)?",,Caixa Geral de Depósitos,Caixa Geral de Depósitos,Caixa Geral de Depósitos,"Under ESRS S1 (own workforce), has Caixa Geral de Depósitos defined the boundary of its workforce disclosures and indicated any categories that will only be covered in a subsequent reporting cycle (e.g., non‑salaried staff)?",Caixa_Geral_de_Dep_sitos_0010,Caixa_Geral_de_Dep_sitos_0010,Caixa_Geral_de_Dep_sitos_0010|Caixa_Geral_de_Dep_sitos_0012|Caixa_Geral_de_Dep_sitos_0009,1,1.0,both_rank1,104.128,27.382,104.128,29977,1599,106733,7109
ESRS,"CaixaBank__CaixaBank_0012__For its climate-risk materiality assessment, does CaixaBank explicitly identify the NGFS scenario it uses as the baseline and articulate the basis for selecting that pathway?",,CaixaBank,CaixaBank,CaixaBank,"For its climate-risk materiality assessment, does CaixaBank explicitly identify the NGFS scenario it uses as the baseline and articulate the basis for selecting that pathway?",CaixaBank_0012,CaixaBank_0025,CaixaBank_0025|CaixaBank_0021_intro|CaixaBank_0015_intro|CaixaBank_0016|CaixaBank_0026,0,,both_fail,126.982,76.469,126.982,44446,5843,59962,9609
ESRS,"CaixaBank__CaixaBank_0022__For CaixaBank, does the long-term risk methodology explicitly assume that energy performance certificate ratings of mortgage collateral remain unchanged over time (i.e., no future energy-efficiency upgrades are reflected)?",,CaixaBank,CaixaBank,CaixaBank,"For CaixaBank, does the long-term risk methodology explicitly assume that energy performance certificate ratings of mortgage collateral remain unchanged over time (i.e., no future energy-efficiency upgrades are reflected)?",CaixaBank_0022,CaixaBank_0022,CaixaBank_0022|CaixaBank_0023|CaixaBank_0020|CaixaBank_0025|CaixaBank_0019,1,1.0,both_rank1,88.488,44.311,88.488,36237,2716,52507,6342
ESRS,"CaixaBank__CaixaBank_0024__Has CaixaBank explicitly reported that inadequate availability and quality of sustainability data is a principal constraint on quantifying climate-related effects on credit risk, and that it is undertaking a concrete remediation measure—namely, a comprehensive sustainability data model initiative within its Sustainability Plan—to address these data needs?",,CaixaBank,CaixaBank,CaixaBank,"Has CaixaBank explicitly reported that inadequate availability and quality of sustainability data is a principal constraint on quantifying climate-related effects on credit risk, and that it is undertaking a concrete remediation measure—namely, a comprehensive sustainability data model initiative within its Sustainability Plan—to address these data needs?",CaixaBank_0024,CaixaBank_0024,CaixaBank_0024|CaixaBank_0005|CaixaBank_0122|CaixaBank_0121|CaixaBank_0000,1,1.0,both_rank1,255.364,65.584,255.364,57971,4478,169830,17962
ESRS,CaixaBank__CaixaBank_0028__Does CaixaBank state whether climate-related risks are expected to reduce its net interest income in the short‑ to medium‑term horizon?,,CaixaBank,CaixaBank,CaixaBank,Does CaixaBank state whether climate-related risks are expected to reduce its net interest income in the short‑ to medium‑term horizon?,CaixaBank_0028,CaixaBank_0028,CaixaBank_0028|CaixaBank_0029|CaixaBank_0027_intro|CaixaBank_0012|CaixaBank_0005,1,1.0,both_rank1,172.802,26.416,172.802,30642,1607,94038,11604
